C,gamma,predictive_accuracy,task_id
230.432768272471,0.004220846003252,0.96745,6
0.398431303326692,0.020196919559932,0.9447,6
1364.0293063513,0.043289260003365,0.9798,6
7901.13285797965,0.00032246548982,0.9544,6
10.3171606046769,0.000187839249027,0.8274,6
0.48037935343417,0.013663816820012,0.9354,6
8.46822103282255,1.29483063538526,0.4177,6
2.16562448473879,0.0006997283048,0.8321,6
0.219022790024354,5.24554002475336E-05,0.2014,6
0.48037935343417,0.013663816820012,0.9354,6
15.3725592216541,0.001233904912543,0.9124,6
0.109271964997203,0.000301039071765,0.47015,6
0.034383098475092,6.56106371731115,0.04065,6
15.3725592216541,0.001233904912543,0.9124,6
18.104426104675,0.103860521469867,0.97665,6
0.099682028797733,0.000175273665743,0.3205,6
3473.23763455403,6.84783353299253E-05,0.8948,6
10.3171606046769,0.000187839249027,0.8274,6
230.432768272471,0.004220846003252,0.96745,6
1.8120236081264,0.000100787779759,0.7128,6
0.219022790024354,5.24554002475336E-05,0.2014,6
0.252511361149164,0.118874622673765,0.938,6
15.3725592216541,0.001233904912543,0.9124,6
31764.0655036394,0.029877311762317,0.9792,6
15.3725592216541,0.001233904912543,0.9124,6
15.3725592216541,0.001233904912543,0.9124,6
0.635673997263097,1.30472311657227,0.19515,6
48.5239274398688,0.001313888451737,0.9384,6
3.45140814927148,0.003079599685009,0.92135,6
1.05012100144712,0.016794387249372,0.9604,6
49.6886881157996,0.069216471297827,0.97985,6
0.099682028797733,0.000175273665743,0.3205,6
230.432768272471,0.004220846003252,0.96745,6
95.9401866490489,0.001118906185956,0.9419,6
15.3725592216541,0.001233904912543,0.9124,6
0.219022790024354,5.24554002475336E-05,0.2014,6
0.113986076141659,0.04183822808917,0.91555,6
752.029339551115,0.003578679075428,0.96635,6
20.3932716030386,0.000636200559855,0.8886,6
752.029339551115,0.003578679075428,0.96635,6
16067.2439786424,0.508882050889271,0.80795,6
0.034383098475092,6.56106371731115,0.04065,6
1.67752364274542,0.000373333339888,0.79355,6
128.224037797564,0.001647446811764,0.9571,6
1.67752364274542,0.000373333339888,0.79355,6
128.224037797564,0.001647446811764,0.9571,6
31764.0655036394,0.029877311762317,0.9792,6
16067.2439786424,0.508882050889271,0.80795,6
1.67752364274542,0.000373333339888,0.79355,6
1.67752364274542,0.000373333339888,0.79355,6
23467.5823424299,5.17578659209012E-05,0.91905,6
24.8134305107387,0.016241330449636,0.9768,6
2881.3030840611,0.000865038000606,0.95935,6
7140.05342816861,0.003709550945957,0.9641,6
18056.9080264006,0.00091937286218,0.958,6
168.615054392166,0.000948869194505,0.9443,6
12.0191044372631,0.001278719245651,0.90905,6
12.0191044372631,0.001278719245651,0.90905,6
0.084314359601023,6.37106774332224,0.0431,6
9.39658116328396,0.000553568354301,0.904,11
230.136561725639,0.014096609337339,0.9824,11
1.8120236081264,0.000100787779759,0.8272,11
95.9401866490489,0.001118906185956,0.9072,11
0.183649525956195,0.00055648771211,0.7056,11
23467.5823424299,5.17578659209012E-05,0.9168,11
20.3932716030386,0.000636200559855,0.864,11
0.219022790024354,5.24554002475336E-05,0.7056,11
15.3725592216541,0.001233904912543,0.9088,11
182.564646990551,0.00238642851299,0.9152,11
3473.23763455403,6.84783353299253E-05,0.9168,11
9.39658116328396,0.000553568354301,0.904,11
0.257018355417287,0.000100194400375,0.7056,11
446.572280200387,0.015783677087336,0.9968,11
128.224037797564,0.001647446811764,0.9152,11
9.39658116328396,0.000553568354301,0.904,11
230.432768272471,0.004220846003252,0.9568,11
0.252511361149164,0.118874622673765,0.9088,11
0.252511361149164,0.118874622673765,0.9088,11
1.67752364274542,0.000373333339888,0.8752,11
182.564646990551,0.00238642851299,0.9152,11
18.104426104675,0.103860521469867,0.9728,11
182.564646990551,0.00238642851299,0.9152,11
0.236200367973432,0.305064592759665,0.8992,11
182.564646990551,0.00238642851299,0.9152,11
752.029339551115,0.003578679075428,0.96,11
0.109271964997203,0.000301039071765,0.7056,11
0.034383098475092,6.56106371731115,0.7232,11
4.61549556205883,3.59660630312872,0.8976,11
0.113986076141659,0.04183822808917,0.9072,11
1.67752364274542,0.000373333339888,0.8752,11
1.67752364274542,0.000373333339888,0.8752,11
128.224037797564,0.001647446811764,0.9152,11
128.224037797564,0.001647446811764,0.9152,11
5648.12697659544,0.002359690544502,0.9792,11
0.096464159852981,0.041657914564212,0.9072,11
24.8134305107387,0.016241330449636,0.9536,11
1.60644440598995,3.53401815545325,0.8976,11
0.819810926689054,0.19814698097039,0.105,12
262.194657437606,6.86792939817496,0.105,12
173.851431243547,0.015836073208607,0.1455,12
48.5239274398688,0.001313888451737,0.114,12
9.39658116328396,0.000553568354301,0.118,12
3634.76998674341,0.233350416284991,0.105,12
1.8120236081264,0.000100787779759,0.2775,12
20.3932716030386,0.000636200559855,0.1155,12
20908.1456172253,3.39089002366603,0.105,12
10.3171606046769,0.000187839249027,0.1495,12
10.3171606046769,0.000187839249027,0.1495,12
1.06181995849228,0.59642055491962,0.105,12
9.39658116328396,0.000553568354301,0.118,12
3.45140814927148,0.003079599685009,0.112,12
0.458245318476602,0.005630872551638,0.3715,12
49.6886881157996,0.069216471297827,0.1075,12
446.572280200387,0.015783677087336,0.1455,12
4.61549556205883,3.59660630312872,0.105,12
0.398431303326692,0.020196919559932,0.1245,12
3473.23763455403,6.84783353299253E-05,0.455,12
9.39658116328396,0.000553568354301,0.118,12
0.252511361149164,0.118874622673765,0.106,12
0.252511361149164,0.118874622673765,0.106,12
1.67752364274542,0.000373333339888,0.1245,12
446.572280200387,0.015783677087336,0.1455,12
8.46822103282255,1.29483063538526,0.105,12
230.432768272471,0.004220846003252,0.1545,12
20908.1456172253,3.39089002366603,0.105,12
0.099682028797733,0.000175273665743,0.1175,12
15.3725592216541,0.001233904912543,0.1145,12
0.219022790024354,5.24554002475336E-05,0.179,12
15.3725592216541,0.001233904912543,0.1145,12
4.61549556205883,3.59660630312872,0.105,12
0.113986076141659,0.04183822808917,0.1095,12
0.113986076141659,0.04183822808917,0.1095,12
0.257018355417287,0.000100194400375,0.1235,12
2.98499575278003,0.067923864418416,0.1075,12
31764.0655036394,0.029877311762317,0.114,12
95.9401866490489,0.001118906185956,0.1145,12
0.099682028797733,0.000175273665743,0.1175,12
0.398431303326692,0.020196919559932,0.1245,12
128.224037797564,0.001647446811764,0.114,12
0.257018355417287,0.000100194400375,0.1235,12
95.9401866490489,0.001118906185956,0.1145,12
95.9401866490489,0.001118906185956,0.1145,12
95.9401866490489,0.001118906185956,0.1145,12
0.219022790024354,5.24554002475336E-05,0.179,12
128.224037797564,0.001647446811764,0.114,12
0.219022790024354,5.24554002475336E-05,0.179,12
0.219022790024354,5.24554002475336E-05,0.179,12
128.224037797564,0.001647446811764,0.114,12
128.224037797564,0.001647446811764,0.114,12
23467.5823424299,5.17578659209012E-05,0.5955,12
23467.5823424299,5.17578659209012E-05,0.5955,12
23467.5823424299,5.17578659209012E-05,0.5955,12
15307.0879167715,0.024209796332756,0.115,12
72.4282697864164,0.000117126479387,0.2315,12
0.096464159852981,0.041657914564212,0.1095,12
24.8134305107387,0.016241330449636,0.1435,12
